AIS,Município,Dia da Semana,Data,Hora,Quantidade (Kg),Tipo de Entorpecente
AIS 02,Fortaleza,Terça,2021-12-14,23,0.06,Cocaína
AIS 06,Fortaleza,Terça,2021-12-14,22,0.198,Cocaína
AIS 09,Fortaleza,Terça,2021-12-14,21,0.01,Crack
AIS 09,Fortaleza,Terça,2021-12-14,21,0.04,Maconha
AIS 02,Fortaleza,Terça,2021-12-14,19,1e-05,Cocaína
AIS 02,Fortaleza,Terça,2021-12-14,19,0.015,Crack
AIS 08,Fortaleza,Terça,2021-12-14,19,0.001,Cocaína
AIS 01,Fortaleza,Terça,2021-12-14,16,0.005,Cocaína
AIS 01,Fortaleza,Terça,2021-12-14,16,0.08,Maconha
AIS 07,Fortaleza,Terça,2021-12-14,14,0.115,Cocaína
AIS 07,Fortaleza,Terça,2021-12-14,14,0.115,Maconha
AIS 01,Fortaleza,Terça,2021-12-14,11,0.11,Maconha
AIS 10,Fortaleza,Terça,2021-12-14,13,0.01,Maconha
AIS 02,Fortaleza,Terça,2021-12-14,10,0.003,Maconha
AIS 04,Fortaleza,Terça,2021-12-14,09,0.001,Cocaína
AIS 04,Fortaleza,Terça,2021-12-14,09,0.002,Crack
AIS 01,Fortaleza,Terça,2021-12-14,09,0.004,Cocaína
AIS 01,Fortaleza,Terça,2021-12-14,09,0.002,Crack
AIS 09,Fortaleza,Terça,2021-12-14,08,0.002,Cocaína
AIS 03,Fortaleza,Quarta,2021-12-15,19,0.006,Cocaína
AIS 03,Fortaleza,Quarta,2021-12-15,19,0.002,Crack
AIS 09,Fortaleza,Quarta,2021-12-15,18,0.008,Cocaína
AIS 08,Fortaleza,Quarta,2021-12-15,13,0.001,Maconha
AIS 08,Fortaleza,Quarta,2021-12-15,10,0.16,Maconha
AIS 09,Fortaleza,Quarta,2021-12-15,10,0.022,Cocaína
AIS 09,Fortaleza,Quarta,2021-12-15,10,0.005,Crack
AIS 02,Fortaleza,Quarta,2021-12-15,09,0.009,Cocaína
AIS 02,Fortaleza,Quarta,2021-12-15,09,0.058,Crack
AIS 02,Fortaleza,Quarta,2021-12-15,09,0.2,Maconha
AIS 04,Fortaleza,Quarta,2021-12-15,09,0.0006,Maconha
AIS 03,Fortaleza,Quinta,2021-12-16,22,0.0015,Cocaína
AIS 03,Fortaleza,Quinta,2021-12-16,22,0.111,Maconha
AIS 03,Fortaleza,Quinta,2021-12-16,17,0.062,Maconha
AIS 08,Fortaleza,Quinta,2021-12-16,19,0.0038,Maconha
AIS 04,Fortaleza,Quinta,2021-12-16,18,0.003,Cocaína
AIS 01,Fortaleza,Quinta,2021-12-16,16,0.015,Cocaína
AIS 04,Fortaleza,Quinta,2021-12-16,13,0.009,Crack
AIS 04,Fortaleza,Quinta,2021-12-16,13,0.4,Maconha
AIS 03,Fortaleza,Quinta,2021-12-16,11,0.021,Maconha
AIS 10,Fortaleza,Quinta,2021-12-16,11,0.089,Cocaína
AIS 10,Fortaleza,Quinta,2021-12-16,11,0.229,Maconha
AIS 02,Fortaleza,Quinta,2021-12-16,09,0.0039,Cocaína
AIS 02,Fortaleza,Quinta,2021-12-16,09,0.00105,Crack
AIS 02,Fortaleza,Quinta,2021-12-16,09,0.015,Maconha
AIS 09,Fortaleza,Quinta,2021-12-16,08,0.014,Cocaína
AIS 09,Fortaleza,Quinta,2021-12-16,08,0.1,Maconha
AIS 10,Fortaleza,Quinta,2021-12-16,00,0.005,Cocaína
AIS 10,Fortaleza,Quinta,2021-12-16,00,0.82,Maconha
AIS 09,Fortaleza,Sexta,2021-12-17,23,0.002,Maconha
AIS 07,Fortaleza,Sexta,2021-12-17,22,0.015,Maconha
AIS 05,Fortaleza,Sexta,2021-12-17,21,0.007,Cocaína
AIS 02,Fortaleza,Sexta,2021-12-17,19,0.003,Maconha
AIS 04,Fortaleza,Sexta,2021-12-17,15,0.001,Cocaína
AIS 04,Fortaleza,Sexta,2021-12-17,15,0.025,Maconha
AIS 09,Fortaleza,Sexta,2021-12-17,14,0.017,Cocaína
AIS 09,Fortaleza,Sexta,2021-12-17,14,0.017,Maconha
AIS 06,Fortaleza,Sexta,2021-12-17,14,0.004,Cocaína
AIS 06,Fortaleza,Sexta,2021-12-17,14,0.004,Maconha
AIS 03,Fortaleza,Sexta,2021-12-17,13,0.008,Cocaína
AIS 04,Fortaleza,Sexta,2021-12-17,13,0.009,Crack
AIS 03,Fortaleza,Sexta,2021-12-17,11,0.019,Crack
AIS 03,Fortaleza,Sexta,2021-12-17,11,0.02,Haxixe
AIS 03,Fortaleza,Sexta,2021-12-17,11,0.07,Maconha
AIS 02,Fortaleza,Sexta,2021-12-17,00,0.003,Crack
AIS 02,Fortaleza,Sexta,2021-12-17,00,0.019,Maconha
AIS 01,Fortaleza,Sábado,2021-12-18,23,0.002,Cocaína
AIS 01,Fortaleza,Sábado,2021-12-18,23,0.035,Maconha
AIS 01,Fortaleza,Sábado,2021-12-18,23,0.0005,Maconha
AIS 03,Fortaleza,Sábado,2021-12-18,21,0.002,Cocaína
AIS 03,Fortaleza,Sábado,2021-12-18,21,0.023,Crack
AIS 03,Fortaleza,Sábado,2021-12-18,21,0.025,Maconha
AIS 05,Fortaleza,Sábado,2021-12-18,18,0.026,Cocaína
AIS 08,Fortaleza,Sábado,2021-12-18,18,0.001,Cocaína
AIS 08,Fortaleza,Sábado,2021-12-18,18,0.012,Maconha
AIS 05,Fortaleza,Sábado,2021-12-18,14,0.04,Crack
AIS 05,Fortaleza,Sábado,2021-12-18,14,0.001,Crack
AIS 05,Fortaleza,Sábado,2021-12-18,14,0.115,Maconha
AIS 10,Fortaleza,Sábado,2021-12-18,13,1.4,Maconha
AIS 09,Fortaleza,Sábado,2021-12-18,10,0.004,Cocaína
AIS 09,Fortaleza,Sábado,2021-12-18,10,0.003,Crack
AIS 09,Fortaleza,Sábado,2021-12-18,10,0.018,Maconha
AIS 02,Fortaleza,Sábado,2021-12-18,12,0.022,Cocaína
AIS 03,Fortaleza,Domingo,2021-12-19,21,0.003,Maconha
AIS 09,Fortaleza,Domingo,2021-12-19,19,0.032,Maconha
AIS 09,Fortaleza,Domingo,2021-12-19,19,0.062,Cocaína
AIS 09,Fortaleza,Domingo,2021-12-19,13,0.002,Cocaína
AIS 02,Fortaleza,Domingo,2021-12-19,11,0.135,Maconha
AIS 06,Fortaleza,Domingo,2021-12-19,10,1e-05,Maconha
AIS 10,Fortaleza,Domingo,2021-12-19,12,0.015,Cocaína
AIS 02,Fortaleza,Domingo,2021-12-19,10,0.0002,Cocaína
AIS 02,Fortaleza,Domingo,2021-12-19,10,0.026,Maconha
AIS 04,Fortaleza,Domingo,2021-12-19,07,0.007,Maconha
AIS 08,Fortaleza,Domingo,2021-12-19,03,1e-05,Maconha
AIS 04,Fortaleza,Segunda,2021-12-20,22,0.016,Maconha
AIS 01,Fortaleza,Segunda,2021-12-20,23,0.0001,Maconha
AIS 08,Fortaleza,Segunda,2021-12-20,21,0.299,Cocaína
AIS 04,Fortaleza,Segunda,2021-12-20,21,0.166,Maconha
AIS 06,Fortaleza,Segunda,2021-12-20,15,0.077,Maconha
AIS 02,Fortaleza,Segunda,2021-12-20,19,0.004,Cocaína
