AIS,Município,Dia da Semana,Data,Hora,Quantidade (Kg),Tipo de Entorpecente
AIS 08,Fortaleza,Quinta,2019-01-17,19,0.0005,Maconha
AIS 02,Fortaleza,Quinta,2019-01-17,19,0.02,Maconha
AIS 05,Fortaleza,Quinta,2019-01-17,20,0.02,Cocaína
AIS 05,Fortaleza,Quinta,2019-01-17,20,0.07,Crack
AIS 05,Fortaleza,Quinta,2019-01-17,20,0.16,Maconha
AIS 05,Fortaleza,Quinta,2019-01-17,23,0.0035,Maconha
AIS 10,Fortaleza,Sexta,2019-01-18,05,0.0008,Cocaína
AIS 10,Fortaleza,Sexta,2019-01-18,05,0.004,Crack
AIS 01,Fortaleza,Sexta,2019-01-18,07,1e-05,Crack
AIS 04,Fortaleza,Sexta,2019-01-18,09,0.015,Crack
AIS 01,Fortaleza,Sexta,2019-01-18,10,0.62,Cocaína
AIS 04,Fortaleza,Sexta,2019-01-18,10,0.024,Cocaína
AIS 04,Fortaleza,Sexta,2019-01-18,10,0.13,Maconha
AIS 08,Fortaleza,Sexta,2019-01-18,10,0.004,Crack
AIS 01,Fortaleza,Sexta,2019-01-18,10,0.001,Crack
AIS 04,Fortaleza,Sexta,2019-01-18,11,0.026,Maconha
AIS 06,Fortaleza,Sexta,2019-01-18,12,0.11,Cocaína
AIS 06,Fortaleza,Sexta,2019-01-18,12,0.025,Maconha
AIS 02,Fortaleza,Sexta,2019-01-18,12,0.115,Maconha
AIS 06,Fortaleza,Sexta,2019-01-18,12,0.008,Crack
AIS 06,Fortaleza,Sexta,2019-01-18,12,0.003,Maconha
AIS 06,Fortaleza,Sexta,2019-01-18,13,0.011,Crack
AIS 03,Fortaleza,Sexta,2019-01-18,13,0.009,Cocaína
AIS 05,Fortaleza,Sexta,2019-01-18,14,0.085,Cocaína
AIS 06,Fortaleza,Sexta,2019-01-18,14,0.033,Cocaína
AIS 03,Fortaleza,Sexta,2019-01-18,16,0.008,Cocaína
AIS 03,Fortaleza,Sexta,2019-01-18,16,0.003,Crack
AIS 03,Fortaleza,Sexta,2019-01-18,16,0.007,Maconha
AIS 08,Fortaleza,Sexta,2019-01-18,18,0.001,Crack
AIS 08,Fortaleza,Sexta,2019-01-18,18,0.007,Maconha
AIS 04,Fortaleza,Sexta,2019-01-18,19,0.005,Cocaína
AIS 04,Fortaleza,Sexta,2019-01-18,19,0.006,Crack
AIS 06,Fortaleza,Sexta,2019-01-18,19,0.0015,Cocaína
AIS 06,Fortaleza,Sexta,2019-01-18,19,0.016,Crack
AIS 04,Fortaleza,Sexta,2019-01-18,19,0.004,Crack
AIS 07,Fortaleza,Sexta,2019-01-18,21,0.005,Maconha
AIS 07,Fortaleza,Sexta,2019-01-18,22,0.0102,Cocaína
AIS 01,Fortaleza,Sexta,2019-01-18,23,0.004,Cocaína
AIS 06,Fortaleza,Sexta,2019-01-18,23,0.95,Maconha
AIS 06,Fortaleza,Sexta,2019-01-18,23,0.026,Cocaína
AIS 05,Fortaleza,Sábado,2019-01-19,00,0.002,Crack
AIS 07,Fortaleza,Sábado,2019-01-19,03,0.0025,Cocaína
AIS 06,Fortaleza,Sábado,2019-01-19,14,0.019,Maconha
AIS 05,Fortaleza,Sábado,2019-01-19,17,0.1,Maconha
AIS 03,Fortaleza,Domingo,2019-01-20,01,0.003,Crack
AIS 03,Fortaleza,Domingo,2019-01-20,01,0.057,Maconha
AIS 01,Fortaleza,Domingo,2019-01-20,10,0.05,Cocaína
AIS 01,Fortaleza,Domingo,2019-01-20,10,0.05,Crack
AIS 01,Fortaleza,Domingo,2019-01-20,10,1e-05,Maconha
AIS 03,Fortaleza,Domingo,2019-01-20,10,0.013,Maconha
AIS 02,Fortaleza,Domingo,2019-01-20,12,0.041,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-01-20,12,0.002,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-01-20,12,0.018,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-01-20,12,0.038,Maconha
AIS 02,Fortaleza,Domingo,2019-01-20,13,0.023,Maconha
AIS 02,Fortaleza,Domingo,2019-01-20,13,1e-05,Maconha
AIS 01,Fortaleza,Domingo,2019-01-20,16,1e-05,Cocaína
AIS 01,Fortaleza,Domingo,2019-01-20,16,0.01,Maconha
AIS 08,Fortaleza,Domingo,2019-01-20,21,0.018,Maconha
AIS 02,Fortaleza,Domingo,2019-01-20,23,0.01,Cocaína
AIS 03,Fortaleza,Segunda,2019-01-21,09,0.004,Cocaína
AIS 03,Fortaleza,Segunda,2019-01-21,09,0.006,Crack
AIS 04,Fortaleza,Segunda,2019-01-21,12,0.198,Cocaína
AIS 01,Fortaleza,Segunda,2019-01-21,16,0.0023,Cocaína
AIS 01,Fortaleza,Segunda,2019-01-21,16,0.0059,Crack
AIS 09,Fortaleza,Segunda,2019-01-21,19,0.0045,Maconha
AIS 07,Fortaleza,Segunda,2019-01-21,21,0.01,Cocaína
AIS 04,Fortaleza,Segunda,2019-01-21,23,0.04,Maconha
AIS 01,Fortaleza,Terça,2019-01-22,04,0.004,Cocaína
AIS 01,Fortaleza,Terça,2019-01-22,04,0.002,Crack
AIS 01,Fortaleza,Terça,2019-01-22,04,0.014,Maconha
AIS 03,Fortaleza,Terça,2019-01-22,10,1e-05,Maconha
AIS 01,Fortaleza,Terça,2019-01-22,10,0.006,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Terça,2019-01-22,12,0.007,Maconha
AIS 05,Fortaleza,Terça,2019-01-22,13,0.193,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Terça,2019-01-22,16,0.02215,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Terça,2019-01-22,16,0.002,Crack
AIS 04,Fortaleza,Terça,2019-01-22,16,0.003,Crack
AIS 07,Fortaleza,Terça,2019-01-22,19,0.043,Cocaína
AIS 05,Fortaleza,Terça,2019-01-22,20,0.90005,Maconha
AIS 03,Fortaleza,Terça,2019-01-22,22,0.015,Maconha
AIS 01,Fortaleza,Terça,2019-01-22,23,1e-05,Cocaína
AIS 01,Fortaleza,Terça,2019-01-22,23,0.00042,Crack
AIS 07,Fortaleza,Quarta,2019-01-23,05,0.01,Cocaína
AIS 07,Fortaleza,Quarta,2019-01-23,05,0.0015,Crack
AIS 07,Fortaleza,Quarta,2019-01-23,05,0.002,Maconha
AIS 09,Fortaleza,Quarta,2019-01-23,09,0.088,Cocaína
AIS 09,Fortaleza,Quarta,2019-01-23,09,0.8,Maconha
AIS 07,Fortaleza,Quarta,2019-01-23,11,0.47295,Maconha
AIS 07,Fortaleza,Quarta,2019-01-23,11,0.0015,Cocaína
AIS 09,Fortaleza,Quarta,2019-01-23,13,0.013,Maconha
AIS 07,Fortaleza,Quarta,2019-01-23,15,0.018,Cocaína
AIS 07,Fortaleza,Quarta,2019-01-23,15,0.003,Maconha
AIS 02,Fortaleza,Quarta,2019-01-23,15,0.217,Crack
AIS 04,Fortaleza,Quarta,2019-01-23,16,0.004,Crack
AIS 04,Fortaleza,Quarta,2019-01-23,16,0.048,Maconha
AIS 09,Fortaleza,Quarta,2019-01-23,19,0.0032,Cocaína
AIS 09,Fortaleza,Quarta,2019-01-23,19,0.0005,Crack
AIS 09,Fortaleza,Quarta,2019-01-23,19,0.0027,Maconha
AIS 10,Fortaleza,Quarta,2019-01-23,19,0.0035,Cocaína
AIS 10,Fortaleza,Quarta,2019-01-23,19,0.0005,Crack
AIS 10,Fortaleza,Quarta,2019-01-23,19,0.0022,Maconha
AIS 03,Fortaleza,Quarta,2019-01-23,23,0.085,Crack
AIS 03,Fortaleza,Quarta,2019-01-23,23,0.242,Maconha
AIS 09,Fortaleza,Quinta,2019-01-24,06,6.5,Maconha
AIS 07,Fortaleza,Quinta,2019-01-24,06,0.006,Cocaína
AIS 07,Fortaleza,Quinta,2019-01-24,06,0.017,Crack
AIS 07,Fortaleza,Quinta,2019-01-24,06,0.01,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2019-01-24,07,0.0013,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2019-01-24,07,0.00706,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2019-01-24,07,0.05,Maconha
AIS 04,Fortaleza,Quinta,2019-01-24,07,2e-05,Cocaína
AIS 02,Fortaleza,Quinta,2019-01-24,08,0.012,Cocaína
AIS 02,Fortaleza,Quinta,2019-01-24,08,0.04,Crack
AIS 02,Fortaleza,Quinta,2019-01-24,10,0.166,Maconha
AIS 06,Fortaleza,Quinta,2019-01-24,10,0.006,Maconha
AIS 06,Fortaleza,Quinta,2019-01-24,10,0.025,Maconha
AIS 06,Fortaleza,Quinta,2019-01-24,10,1e-05,Crack
AIS 06,Fortaleza,Quinta,2019-01-24,10,0.019,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Quinta,2019-01-24,13,0.1,Maconha
AIS 02,Fortaleza,Quinta,2019-01-24,16,0.995,Maconha
AIS 02,Fortaleza,Quinta,2019-01-24,16,0.53,Maconha
AIS 03,Fortaleza,Quinta,2019-01-24,16,0.018,Maconha
AIS 03,Fortaleza,Quinta,2019-01-24,21,0.0005,Cocaína
AIS 03,Fortaleza,Quinta,2019-01-24,21,0.001,Crack
AIS 03,Fortaleza,Quinta,2019-01-24,21,0.008,Maconha
AIS 09,Fortaleza,Quinta,2019-01-24,22,0.148,Maconha
AIS 03,Fortaleza,Sexta,2019-01-25,01,0.01,Crack
AIS 03,Fortaleza,Sexta,2019-01-25,01,0.13,Maconha
AIS 09,Fortaleza,Sexta,2019-01-25,01,0.008,Cocaína
AIS 06,Fortaleza,Sexta,2019-01-25,06,0.0035,Cocaína
AIS 09,Fortaleza,Sexta,2019-01-25,10,0.01,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-01-25,10,0.725,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-01-25,10,0.313,Crack
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-01-25,10,0.195,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-01-25,13,0.03,Maconha
AIS 10,Fortaleza,Sexta,2019-01-25,17,0.001,Crack
AIS 02,Fortaleza,Sexta,2019-01-25,17,0.09,Maconha
AIS 06,Fortaleza,Sexta,2019-01-25,17,0.029,Cocaína
AIS 06,Fortaleza,Sexta,2019-01-25,17,0.002,Maconha
AIS 01,Fortaleza,Sexta,2019-01-25,19,0.014,Maconha
AIS 06,Fortaleza,Sexta,2019-01-25,19,0.011,Crack
AIS 06,Fortaleza,Sexta,2019-01-25,19,0.035,Maconha
AIS 06,Fortaleza,Sexta,2019-01-25,19,0.5,Maconha
AIS 07,Fortaleza,Sexta,2019-01-25,19,0.01,Crack
AIS 05,Fortaleza,Sexta,2019-01-25,20,1e-05,Cocaína
AIS 05,Fortaleza,Sexta,2019-01-25,20,1e-05,Crack
AIS 05,Fortaleza,Sexta,2019-01-25,22,0.11,Cocaína
AIS 05,Fortaleza,Sexta,2019-01-25,22,0.06,Crack
AIS 05,Fortaleza,Sexta,2019-01-25,22,0.54,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Sexta,2019-01-25,22,0.024,Crack
AIS 04,Fortaleza,Sexta,2019-01-25,23,0.002,Cocaína
AIS 04,Fortaleza,Sexta,2019-01-25,23,0.039,Crack
AIS 04,Fortaleza,Sexta,2019-01-25,23,0.003,Maconha
AIS 02,Fortaleza,Sábado,2019-01-26,00,0.974,Crack
AIS 02,Fortaleza,Sábado,2019-01-26,00,6.582,Maconha
AIS 08,Fortaleza,Sábado,2019-01-26,00,0.09,Maconha
AIS 03,Fortaleza,Sábado,2019-01-26,00,1e-05,Cocaína
AIS 06,Fortaleza,Sábado,2019-01-26,01,0.73,Maconha
AIS 10,Fortaleza,Sábado,2019-01-26,01,1e-05,Maconha
AIS 09,Fortaleza,Sábado,2019-01-26,01,0.848,Cocaína
AIS 09,Fortaleza,Sábado,2019-01-26,01,0.069,Crack
AIS 04,Fortaleza,Sábado,2019-01-26,03,0.003,Cocaína
AIS 04,Fortaleza,Sábado,2019-01-26,03,0.003,Crack
AIS 01,Fortaleza,Sábado,2019-01-26,09,0.002,Crack
AIS 08,Fortaleza,Sábado,2019-01-26,09,0.02,Crack
AIS 01,Fortaleza,Sábado,2019-01-26,09,0.0015,Maconha
AIS 07,Fortaleza,Sábado,2019-01-26,10,0.007,Maconha
AIS 01,Fortaleza,Sábado,2019-01-26,16,0.016,Maconha
AIS 10,Fortaleza,Sábado,2019-01-26,17,0.028,Cocaína
AIS 10,Fortaleza,Sábado,2019-01-26,17,0.019,Crack
AIS 07,Fortaleza,Sábado,2019-01-26,19,0.0002,Cocaína
AIS 07,Fortaleza,Sábado,2019-01-26,19,1e-05,Crack
AIS 07,Fortaleza,Sábado,2019-01-26,19,0.0012,Maconha
AIS 05,Fortaleza,Sábado,2019-01-26,22,0.0002,Cocaína
AIS 05,Fortaleza,Sábado,2019-01-26,22,0.0005,Crack
AIS 05,Fortaleza,Sábado,2019-01-26,22,0.001,Maconha
AIS 03,Fortaleza,Sábado,2019-01-26,23,0.07,Cocaína
AIS 03,Fortaleza,Sábado,2019-01-26,23,0.06,Crack
AIS 03,Fortaleza,Sábado,2019-01-26,23,0.41,Maconha
AIS 08,Fortaleza,Sábado,2019-01-26,23,0.001,Maconha
AIS 09,Fortaleza,Domingo,2019-01-27,04,0.75,Maconha
AIS 10,Fortaleza,Domingo,2019-01-27,09,0.066,Crack
AIS 08,Fortaleza,Domingo,2019-01-27,12,0.011,Crack
AIS 05,Fortaleza,Domingo,2019-01-27,16,0.011,Maconha
AIS 08,Fortaleza,Domingo,2019-01-27,20,0.012,Cocaína
AIS 08,Fortaleza,Domingo,2019-01-27,20,1e-05,Maconha
AIS Não Identificada (Fortaleza),Fortaleza,Domingo,2019-01-27,21,0.002,Maconha
AIS 06,Fortaleza,Domingo,2019-01-27,22,0.003,Maconha
AIS 05,Fortaleza,Segunda,2019-01-28,00,0.04,Crack
AIS 05,Fortaleza,Segunda,2019-01-28,00,0.02,Maconha
AIS 06,Fortaleza,Segunda,2019-01-28,08,0.02,Maconha
AIS 09,Fortaleza,Segunda,2019-01-28,10,0.126,Cocaína
AIS 09,Fortaleza,Segunda,2019-01-28,10,0.626,Maconha
AIS 08,Fortaleza,Segunda,2019-01-28,12,0.139,Maconha
AIS 08,Fortaleza,Segunda,2019-01-28,12,0.028,Crack
AIS 02,Fortaleza,Segunda,2019-01-28,13,0.004,Crack
AIS 02,Fortaleza,Segunda,2019-01-28,13,0.204,Maconha
AIS 04,Fortaleza,Segunda,2019-01-28,16,1e-05,Cocaína
AIS 04,Fortaleza,Segunda,2019-01-28,16,1e-05,Crack
AIS 07,Fortaleza,Segunda,2019-01-28,18,1e-05,Maconha
AIS 02,Fortaleza,Segunda,2019-01-28,21,0.15,Maconha
AIS 06,Fortaleza,Terça,2019-01-29,10,0.58,Maconha
AIS 02,Fortaleza,Terça,2019-01-29,12,0.0041,Crack
AIS 02,Fortaleza,Terça,2019-01-29,12,0.0082,Maconha
AIS 09,Fortaleza,Terça,2019-01-29,12,0.001,Cocaína
AIS 04,Fortaleza,Terça,2019-01-29,12,0.016,Crack
AIS 05,Fortaleza,Terça,2019-01-29,12,1e-05,Cocaína
AIS 05,Fortaleza,Terça,2019-01-29,12,0.01,Crack
AIS 03,Fortaleza,Terça,2019-01-29,14,0.036,Crack
AIS 07,Fortaleza,Terça,2019-01-29,14,0.024,Cocaína
AIS 07,Fortaleza,Terça,2019-01-29,14,0.03,Crack
AIS 07,Fortaleza,Terça,2019-01-29,14,0.02,Maconha
AIS 05,Fortaleza,Terça,2019-01-29,15,0.097,Maconha
AIS 02,Fortaleza,Terça,2019-01-29,16,0.098,Cocaína
AIS 03,Fortaleza,Terça,2019-01-29,18,0.014,Maconha
AIS 08,Fortaleza,Terça,2019-01-29,19,0.028,Cocaína
AIS 08,Fortaleza,Terça,2019-01-29,19,0.07,Maconha
AIS 06,Fortaleza,Terça,2019-01-29,19,0.023,Maconha
AIS 04,Fortaleza,Terça,2019-01-29,20,0.0005,Crack
AIS 04,Fortaleza,Terça,2019-01-29,20,0.001,Maconha
AIS 02,Fortaleza,Terça,2019-01-29,22,0.043,Cocaína
AIS 06,Fortaleza,Terça,2019-01-29,23,1.46,Maconha
AIS 04,Fortaleza,Quarta,2019-01-30,10,0.004,Crack
AIS 04,Fortaleza,Quarta,2019-01-30,10,0.022,Maconha
AIS 03,Fortaleza,Quarta,2019-01-30,11,0.026,Maconha
AIS 05,Fortaleza,Quarta,2019-01-30,16,0.03,Cocaína
AIS 05,Fortaleza,Quarta,2019-01-30,16,0.07,Crack
AIS 10,Fortaleza,Quarta,2019-01-30,16,0.18,Cocaína
AIS 04,Fortaleza,Quarta,2019-01-30,18,0.024,Maconha
AIS 08,Fortaleza,Quarta,2019-01-30,19,0.01,Maconha
AIS 07,Fortaleza,Quarta,2019-01-30,19,0.005,Maconha
AIS 06,Fortaleza,Quarta,2019-01-30,20,1e-05,Crack
AIS 03,Fortaleza,Quarta,2019-01-30,22,0.338,Crack
AIS 03,Fortaleza,Quarta,2019-01-30,22,0.039,Maconha
AIS 02,Fortaleza,Quinta,2019-01-31,02,1e-05,Cocaína
AIS 06,Fortaleza,Quinta,2019-01-31,03,0.016,Maconha
AIS 07,Fortaleza,Quinta,2019-01-31,10,0.28,Crack
AIS 07,Fortaleza,Quinta,2019-01-31,10,0.03,Maconha
AIS 03,Fortaleza,Quinta,2019-01-31,10,0.083,Maconha
AIS 05,Fortaleza,Quinta,2019-01-31,11,0.117,Crack
AIS 06,Fortaleza,Quinta,2019-01-31,13,0.004,Cocaína
AIS 06,Fortaleza,Quinta,2019-01-31,13,0.004,Crack
AIS 06,Fortaleza,Quinta,2019-01-31,13,0.044,Maconha
AIS 09,Fortaleza,Quinta,2019-01-31,13,0.04,Crack
AIS 04,Fortaleza,Quinta,2019-01-31,14,0.1,Cocaína
AIS 04,Fortaleza,Quinta,2019-01-31,14,0.035,Crack
AIS 04,Fortaleza,Quinta,2019-01-31,14,0.6,Maconha
AIS 01,Fortaleza,Quinta,2019-01-31,14,0.0097,Crack
AIS 06,Fortaleza,Quinta,2019-01-31,14,5e-05,Maconha
AIS 02,Fortaleza,Quinta,2019-01-31,20,1e-05,Maconha
AIS 02,Fortaleza,Quinta,2019-01-31,21,0.011,Maconha
AIS 03,Fortaleza,Quinta,2019-01-31,21,0.02,Cocaína
AIS 04,Fortaleza,Quinta,2019-01-31,22,0.003,Maconha
AIS 03,Fortaleza,Quinta,2019-01-31,22,0.019,Cocaína
AIS 03,Fortaleza,Quinta,2019-01-31,22,0.009,Crack
AIS 08,Fortaleza,Quinta,2019-01-31,22,0.4,Maconha
AIS 10,Fortaleza,Sexta,2019-02-01,00,0.01,Cocaína
AIS 07,Fortaleza,Sexta,2019-02-01,10,0.0054,Cocaína
AIS 07,Fortaleza,Sexta,2019-02-01,10,0.0016,Crack
AIS 03,Fortaleza,Sexta,2019-02-01,10,0.0055,Cocaína
AIS 03,Fortaleza,Sexta,2019-02-01,10,0.008,Maconha
AIS 05,Fortaleza,Sexta,2019-02-01,13,0.004,Cocaína
AIS 04,Fortaleza,Sexta,2019-02-01,17,0.028,Crack
AIS 02,Fortaleza,Sexta,2019-02-01,18,0.002,Crack
AIS 07,Fortaleza,Sexta,2019-02-01,19,0.005,Cocaína
AIS 10,Fortaleza,Sexta,2019-02-01,20,0.007,Maconha
AIS 01,Fortaleza,Sexta,2019-02-01,21,0.162,Cocaína
AIS 06,Fortaleza,Sexta,2019-02-01,21,0.0007,Cocaína
AIS 07,Fortaleza,Sexta,2019-02-01,22,0.007,Cocaína
AIS 07,Fortaleza,Sexta,2019-02-01,22,1e-05,Maconha
AIS 06,Fortaleza,Sábado,2019-02-02,05,0.114,Cocaína
AIS 06,Fortaleza,Sábado,2019-02-02,05,0.05,Maconha
AIS 08,Fortaleza,Sábado,2019-02-02,11,0.0005,Maconha
AIS 10,Fortaleza,Sábado,2019-02-02,12,0.004,Cocaína
AIS 10,Fortaleza,Sábado,2019-02-02,12,0.002,Maconha
AIS 08,Fortaleza,Sábado,2019-02-02,14,0.002,Crack
AIS 08,Fortaleza,Sábado,2019-02-02,14,0.034,Maconha
AIS 03,Fortaleza,Sábado,2019-02-02,21,0.0003,Cocaína
AIS 01,Fortaleza,Domingo,2019-02-03,00,0.0002,Cocaína
AIS 01,Fortaleza,Domingo,2019-02-03,00,0.001,Crack
AIS 10,Fortaleza,Domingo,2019-02-03,10,0.008,Cocaína
AIS 10,Fortaleza,Domingo,2019-02-03,10,0.027,Crack
AIS 01,Fortaleza,Domingo,2019-02-03,10,0.013,Maconha
AIS 02,Fortaleza,Domingo,2019-02-03,12,0.1,Maconha
AIS 09,Fortaleza,Domingo,2019-02-03,19,0.012,Maconha
AIS 02,Fortaleza,Domingo,2019-02-03,20,1e-05,Cocaína
AIS 02,Fortaleza,Domingo,2019-02-03,20,0.01,Maconha
AIS 06,Fortaleza,Domingo,2019-02-03,23,0.00022,Cocaína
AIS 07,Fortaleza,Segunda,2019-02-04,00,0.006,Maconha
AIS 07,Fortaleza,Segunda,2019-02-04,00,2e-05,Cocaína
AIS 10,Fortaleza,Segunda,2019-02-04,01,0.006,Cocaína
AIS 10,Fortaleza,Segunda,2019-02-04,01,0.001,Maconha
AIS 03,Fortaleza,Segunda,2019-02-04,12,0.024,Cocaína
AIS 07,Fortaleza,Segunda,2019-02-04,13,1e-05,Maconha
AIS 02,Fortaleza,Segunda,2019-02-04,16,0.0068,Maconha
AIS 03,Fortaleza,Segunda,2019-02-04,16,0.043,Cocaína
AIS 03,Fortaleza,Segunda,2019-02-04,16,0.043,Cocaína
AIS 03,Fortaleza,Segunda,2019-02-04,16,0.05,Crack
AIS 03,Fortaleza,Segunda,2019-02-04,16,0.05,Crack
AIS 04,Fortaleza,Segunda,2019-02-04,17,0.001,Cocaína
AIS 04,Fortaleza,Segunda,2019-02-04,17,0.001,Crack
AIS 06,Fortaleza,Segunda,2019-02-04,17,0.0014,Cocaína
AIS 06,Fortaleza,Segunda,2019-02-04,17,0.0093,Maconha
AIS 05,Fortaleza,Segunda,2019-02-04,19,0.002,Cocaína
AIS 05,Fortaleza,Segunda,2019-02-04,19,0.002,Crack
AIS 05,Fortaleza,Segunda,2019-02-04,19,0.027,Maconha
AIS 06,Fortaleza,Segunda,2019-02-04,22,0.0005,Cocaína
AIS 06,Fortaleza,Segunda,2019-02-04,22,0.038,Maconha
AIS 08,Fortaleza,Terça,2019-02-05,01,0.0055,Crack
AIS 06,Fortaleza,Terça,2019-02-05,07,0.0033,Cocaína
AIS 06,Fortaleza,Terça,2019-02-05,07,0.006,Maconha
AIS 03,Fortaleza,Terça,2019-02-05,10,0.003,Cocaína
AIS 02,Fortaleza,Terça,2019-02-05,10,0.019,Cocaína
AIS 02,Fortaleza,Terça,2019-02-05,10,0.051,Crack
AIS 09,Fortaleza,Terça,2019-02-05,11,0.003,Cocaína
AIS 04,Fortaleza,Terça,2019-02-05,12,0.009,Maconha
AIS 07,Fortaleza,Terça,2019-02-05,13,0.008,Crack
AIS 08,Fortaleza,Terça,2019-02-05,16,0.015,Maconha
AIS 06,Fortaleza,Terça,2019-02-05,18,0.008,Cocaína
AIS 06,Fortaleza,Terça,2019-02-05,18,0.023,Maconha
AIS 05,Fortaleza,Terça,2019-02-05,19,0.003,Crack
AIS 06,Fortaleza,Terça,2019-02-05,20,0.005,Crack
AIS 07,Fortaleza,Terça,2019-02-05,21,0.007,Crack
AIS 10,Fortaleza,Terça,2019-02-05,22,0.036,Cocaína
AIS 03,Fortaleza,Terça,2019-02-05,22,0.0008,Crack
AIS 03,Fortaleza,Terça,2019-02-05,22,0.0008,Maconha
AIS 07,Fortaleza,Terça,2019-02-05,22,0.006,Crack
AIS 06,Fortaleza,Quarta,2019-02-06,03,0.02,Cocaína
AIS 06,Fortaleza,Quarta,2019-02-06,03,0.007,Maconha
AIS 04,Fortaleza,Quarta,2019-02-06,10,0.02,Cocaína
AIS Não Identificada (Fortaleza),Fortaleza,Quarta,2019-02-06,12,0.017,Crack
AIS 08,Fortaleza,Quarta,2019-02-06,13,0.023,Cocaína
AIS 08,Fortaleza,Quarta,2019-02-06,13,0.001,Crack
AIS 07,Fortaleza,Quarta,2019-02-06,14,0.006,Maconha
AIS 06,Fortaleza,Quarta,2019-02-06,16,5e-05,Maconha
AIS 06,Fortaleza,Quarta,2019-02-06,19,0.006,Maconha
AIS 07,Fortaleza,Quarta,2019-02-06,19,0.041,Crack
AIS 10,Fortaleza,Quarta,2019-02-06,20,0.035,Crack
AIS 06,Fortaleza,Quarta,2019-02-06,22,0.56,Cocaína
AIS 06,Fortaleza,Quarta,2019-02-06,22,0.047,Crack
AIS 08,Fortaleza,Quinta,2019-02-07,10,0.057,Crack
AIS 09,Fortaleza,Quinta,2019-02-07,15,0.002,Cocaína
AIS 02,Fortaleza,Quinta,2019-02-07,16,0.08,Cocaína
AIS 02,Fortaleza,Quinta,2019-02-07,16,0.05,Crack
AIS 02,Fortaleza,Quinta,2019-02-07,16,0.1,Maconha
AIS 09,Fortaleza,Quinta,2019-02-07,22,2e-05,Cocaína
AIS 09,Fortaleza,Quinta,2019-02-07,22,0.006,Maconha
AIS 07,Fortaleza,Quinta,2019-02-07,23,0.03,Cocaína
AIS 01,Fortaleza,Quinta,2019-02-07,23,0.005,Cocaína
AIS 07,Fortaleza,Quinta,2019-02-07,23,0.04,Crack
AIS 01,Fortaleza,Quinta,2019-02-07,23,1e-05,Crack
AIS 01,Fortaleza,Quinta,2019-02-07,23,1e-05,Maconha
AIS 05,Fortaleza,Sexta,2019-02-08,00,0.03,Cocaína
AIS 05,Fortaleza,Sexta,2019-02-08,00,0.007,Crack
AIS 07,Fortaleza,Sexta,2019-02-08,03,0.026,Crack
AIS 08,Fortaleza,Sexta,2019-02-08,07,0.012,Cocaína
AIS 08,Fortaleza,Sexta,2019-02-08,07,0.004,Crack
AIS 08,Fortaleza,Sexta,2019-02-08,07,0.004,Maconha
AIS 01,Fortaleza,Sexta,2019-02-08,08,0.0025,Cocaína
AIS 01,Fortaleza,Sexta,2019-02-08,08,0.0002,Crack
AIS 02,Fortaleza,Sexta,2019-02-08,11,0.02,Maconha
AIS 07,Fortaleza,Sexta,2019-02-08,13,0.156,Cocaína
AIS 07,Fortaleza,Sexta,2019-02-08,13,0.038,Crack
AIS 03,Fortaleza,Sexta,2019-02-08,15,0.022,Maconha
AIS 06,Fortaleza,Sexta,2019-02-08,17,0.009,Cocaína
AIS 06,Fortaleza,Sexta,2019-02-08,17,0.28,Crack
AIS 06,Fortaleza,Sexta,2019-02-08,17,0.29,Maconha
AIS 06,Fortaleza,Sexta,2019-02-08,19,1e-05,Maconha
AIS 01,Fortaleza,Sexta,2019-02-08,21,0.018,Cocaína
AIS 01,Fortaleza,Sexta,2019-02-08,21,0.003,Crack
AIS 04,Fortaleza,Sexta,2019-02-08,23,0.008,Crack
AIS 10,Fortaleza,Sábado,2019-02-09,09,0.04,Maconha
AIS 07,Fortaleza,Sábado,2019-02-09,10,0.006,Cocaína
AIS 06,Fortaleza,Sábado,2019-02-09,11,0.003,Crack
AIS 05,Fortaleza,Sábado,2019-02-09,12,0.36,Maconha
AIS 05,Fortaleza,Sábado,2019-02-09,12,0.13,Maconha
AIS 07,Fortaleza,Sábado,2019-02-09,13,0.306,Cocaína
AIS 10,Fortaleza,Sábado,2019-02-09,15,1e-05,Maconha
AIS 04,Fortaleza,Sábado,2019-02-09,15,4e-05,Crack
AIS 10,Fortaleza,Sábado,2019-02-09,15,1e-05,Maconha
